id,level,sr_no,raw,kanji,hiragana,meaning,hint,sentence,supporting_word_1,supporting_word_2,page_no
211,N1,211,お節介,お節介,おせっかい,"Meddling, nosy, interference (sometimes used positively to mean caring or considerate)",必要以上に人の世話をしたがる、in dream,彼は友達の問題にお節介を焼くことが好きです。,彼は友達の問題に,を焼くことが好きです。(必要以上に人の世話をしたがる、in dream),13.0
212,N1,212,煽てる,煽てる,おだてる,"to sweet talk, to flatter",褒めて、やる気にさせること、本当の気持ちがない,彼は上司を煽てる～て、プロジェクトへの参加を許可してもらいました。,彼は上司を,～て、プロジェクトへの参加を許可してもらいました。(褒めて、やる気にさせること、本当の気持ちがない),18.0
213,N1,213,落ち込む＊,落ち込む,おちこむ,"to feel down, to feel sad",,,,,128.0
214,N1,214,おっかない＊＊,おっかない,おっかない,"Scary, frightening",森、怖い人住んでいる場所、俗語、話言葉、子供っぽい,,,(森、怖い人住んでいる場所、俗語、話言葉、子供っぽい),14.0
215,N1,215,おっちょこちょい＊＊,おっちょこちょい,おっちょこちょい,Careless or clumsy,マウさん、不注意でミスが多い,彼女はとてもおっちょこちょいで、よく物を落とします。,彼女はとても,で、よく物を落とします。(マウさん、不注意でミスが多い),13.0
216,N1,216,お手上げ＊,お手上げ,おてあげ,"Surrender, giving up",,,,,66.0
217,N1,217,おどおど＊＊,おどおど,おどおど,"timidly, nervously, hesitantly",怖い時,,,(怖い時),50.0
218,N1,218,脅す,脅す,おどす,To threaten,怖い気持ちをさせて、金を出して殺す,彼は他の生徒を脅すような行動は許されない。,彼は他の生徒を,ような行動は許されない。(怖い気持ちをさせて、金を出して殺す),18.0
219,N1,219,同い年＊,同い年,おないどし,The same age,,,,,66.0
220,N1,220,お似合い＊,お似合い,おにあい,"well-matched (esp. of a couple), becoming, suitable",,,,,148.0
221,N1,221,自ずから,自ずから,おのずから,"Naturally, of its own accord",,,,,58.0
222,N1,222,自ずと,自ずと,おのずと,"Automatically, naturally",,,,,58.0
223,N1,223,怯える,怯える,おびえる,"To be frightened, scared",怖がる,父親の怒鳴り声に怯える。,父親の怒鳴り声に,。(怖がる),30.0
224,N1,224,夥しい,夥しい,おびただしい,"large number, great many, immense",吐き気なるぐらいすごく多い,,,(吐き気なるぐらいすごく多い),40.0
225,N1,225,帯びる,帯びる,おびる,"To wear (sword, decoration, etc.), to carry",,,,,92.0
226,N1,226,オファー,オファー,オファー,offer,,,,,122.0
227,N1,227,オプション,オプション,オプション,"option, choice",,,,,122.0
228,N1,228,お見合い＊,お見合い,おみあい,"Arranged marriage, matchmaking",,,,,148.0
229,N1,229,お見舞い＊,お見舞い,おみまい,A visit,お,彼女は友達が病気になったとき、病院へお見舞いに行きました。,彼女は友達が病気になったとき、病院へ,に行きました。(お),22.0
230,N1,230,思い遣りがある＊,思い遣りがある,おもいやりがある,"Considerate, compassionate, thoughtful",他の人のことを考えること,彼の思い遣りがある性格は多くの人から愛されています。,彼の,性格は多くの人から愛されています。(他の人のことを考えること),12.0
231,N1,231,思い遣る＊,思い遣る,おもいやる,"To care for, to be considerate of",人を,彼女はいつも友達の悩みを思い遣る優しい人です。,彼女はいつも友達の悩みを,優しい人です。(人を),12.0
232,N1,232,表向き＊,表向き,おもてむき,"Outwardly, publicly",,,,,85.0
233,N1,233,重んじる,重んじる,おもんじる,"To respect, esteem",,,,,93.0
234,N1,234,折り返す＊,折り返す,おりかえす,"To fold back, turn back",,,,,129.0
235,N1,235,疎か(な),疎か,おろそか,"neglectful, careless",真面目にやらないこと,練習を疎かにする。,練習を,にする。(真面目にやらないこと),39.0
236,N1,236,温和,温和,おんわ,"Gentle, mild, amiable",温厚なひと、気持ちが温かい、人に優しい、滅多に,①彼の②この地方は、気候が温和①な性格は他の人々に好かれます。②なので、ミカンの栽培に適している。,①彼の②この地方は、気候が,①な性格は他の人々に好かれます。②なので、ミカンの栽培に適している。(温厚なひと、気持ちが温かい、人に優しい、滅多に),
237,N1,237,ガーゼ,ガーゼ,ガーゼ,"Gauze​, Gauze (thin, translucent fabric with a loose open weave)",From German “Gaze”,,,(From German “Gaze”),121.0
238,N1,238,会見,会見,かいけん,"Press conference, interview",,,,,72.0
239,N1,239,買い込む＊,買い込む,かいこむ,"To stock up, buy in bulk",,,,,128.0
240,N1,240,害する,害する,がいする,"To injure, to damage, to harm",,,,,93.0
241,N1,241,回送,回送,かいそう,"Shipment, forwarding",,,,,68.0
242,N1,242,回答,回答,かいとう,"Reply, answer",,,,,68.0
243,N1,243,却って,却って,かえって,"on the contrary, rather",,,,,58.0
244,N1,244,省みる,省みる,かえりみる,"To reflect on, look back on",,,,,92.0
245,N1,245,顔が売れる＊,顔が売れる,かおがうれる,"To become well-known, famous",,,,,142.0
246,N1,246,顔が利く＊,顔が利く,かおがきく,to have a lot of influence (in),"あの店に信用があるから(chef, owner の知り合い) 、無理が言える",あの店には顔が利く,あの店には,"(あの店に信用があるから(chef, owner の知り合い) 、無理が言える)",142.0
247,N1,247,顔が広い＊,顔が広い,かおがひろい,"well connected, well known",知り合いが多い,彼は政界(政治の世界)には顔が広い,彼は政界(政治の世界)には,(知り合いが多い),142.0
248,N1,248,顔から火が出る＊,顔から火が出る,かおからひがでる,"To be furious, extremely angry",,,,,147.0
249,N1,249,顔を立てる＊,顔を立てる,かおをたてる,"To save face, preserve one's honor",,,,,142.0
250,N1,250,科学的(な),科学的,かがくてき,scientific,,この理論は科学的に証明されています。 ,この理論は,に証明されています。 ,95.0
251,N1,251,掻き回す＊,掻き回す,かきまわす,"to stir, to poke (a fire), to disturb (water)",,,,,129.0
252,N1,252,家業,家業,かぎょう,"family business, family trade",親と同じ仕事する,家業を継ぐ。,,を継ぐ。(親と同じ仕事する),70.0
253,N1,253,限り無く＊,限り無く,かぎりなく,"Infinitely, limitlessly",終わりがない、無限,限り無く広がる大草原,,広がる大草原(終わりがない、無限),40.0
254,N1,254,掻く,掻く,かく,To scratch,皮膚を,犬は首を掻く～ているときに可愛く見えます。,犬は首を,～ているときに可愛く見えます。(皮膚を),22.0
255,N1,255,画一的(な),画一的,がいってき,"Uniform, standardized",,,,,97.0
256,N1,256,家計,家計,かけい,Household budget,,,,,70.0
257,N1,257,重なる,重なる,かさなる,"to be piled up, to lie on top of one another",自動詞,,,(自動詞),32.0
258,N1,258,重ねる,重ねる,かさねる,"To pile up, layer",他動詞,①本、動力、経験を②書類をきちんと重ねる②～ておきます。,①本、動力、経験を②書類をきちんと,②～ておきます。(他動詞),32.0
259,N1,259,嵩張る＊,嵩張る,かさばる,"To be bulky, take up space",X 面積、体積 (一つ以上の面) が大きい,,,(X 面積、体積 (一つ以上の面) が大きい),32.0
260,N1,260,嵩む,嵩む,かさむ,"To increase in volume, quantity",支払う金額が増える,経費、本代が嵩む。,経費、本代が,。(支払う金額が増える),32.0
261,N1,261,傾げる,傾げる,かしげる,"To tilt, to incline, to lean",,彼は興味を示して頭を傾げる～ました。,彼は興味を示して頭を,～ました。,16.0
262,N1,262,微か(な),微か,かすか,"faint, dim, weak, poor",,微か①な音が聞こえる。②にカレーのにおいがする。,,①な音が聞こえる。②にカレーのにおいがする。,40.0
263,N1,263,霞む,霞む,かすむ,To become hazy,,朝の霞む山々の景色は美しいです。,朝の,山々の景色は美しいです。,22.0
264,N1,264,掠る,掠る,かする,"To graze, skim",軽く触れて、通り過ぎる (擦り傷、擦傷),,,(軽く触れて、通り過ぎる (擦り傷、擦傷)),32.0
265,N1,265,片思い＊,片思い,かたおもい,Unrequited love,一歩的な恋、Aと両思い (お互いに好きだ),彼女は彼に片思いをしているが、まだ告白していません。,彼女は彼に,をしているが、まだ告白していません。(一歩的な恋、Aと両思い (お互いに好きだ)),18.0
266,N1,266,片言,片言,かたこと,"Broken, halting speech",,,,,94.0
267,N1,267,肩凝り＊,肩凝り,かたこり,Stiff shoulders,,長時間のパソコン作業の後、肩凝りがひどくなります。,長時間のパソコン作業の後、,がひどくなります。,25.0
268,N1,268,片時も＊,片時も,かたときも,Not even a moment,少し時間も離れたく無い,彼女のことは片時も忘れない。,彼女のことは,忘れない。(少し時間も離れたく無い),54.0
269,N1,269,傾ける,傾ける,かたむける,"To incline, to tilt, to slant",,,,,92.0
270,N1,270,偏る,偏る,かたよる,"to lean (to one side), to incline",バランスが悪い,偏る～た考え、食事,,～た考え、食事(バランスが悪い),34.0
271,N1,271,画期的(な),画期的,がっきてき,"Revolutionary, innovative",,,,,95.0
272,N1,272,がっくり＊＊,がっくり,がっくり,"heartbroken, dejected",①すごく落ち込む様子 ②折れ曲る,がっくりと膝をつく。,,と膝をつく。(①すごく落ち込む様子 ②折れ曲る),52.0
273,N1,273,がっしり＊＊,がっしり,がっしり,"firmly, solidly, sturdily",すごく丈夫な感じ,がっしり①と握手する。②した体つき(様子)、建物、机,,①と握手する。②した体つき(様子)、建物、机(すごく丈夫な感じ),52.0
274,N1,274,合体,合体,がったい,"Combination, merger",,,,,79.0
275,N1,275,がっちり＊＊,がっちり,がっちり,"Solid, tight",しっかり,がっちりお金を貯める。,,お金を貯める。(しっかり),52.0
276,N1,276,勝手(な),勝手,かって,"one's own convenience, one's way, selfishness",相手の許可、Okもらわないで,,,(相手の許可、Okもらわないで),94.0
277,N1,277,嘗て,嘗て,かつて,"once, before, formerly",,,,,54.0
278,N1,278,活発(な),活発,かっぱつ,"Active, lively, energetic",マウさん,彼の子供は非常に活発で、いつも元気いっぱいです。,彼の子供は非常に,で、いつも元気いっぱいです。(マウさん),12.0
279,N1,279,カテゴリー,カテゴリー,かてごりー,Category,From German “Kategorie”,,,(From German “Kategorie”),133.0
280,N1,280,叶う,叶う,かなう,"To come true, be realized","①to come true (of a wish, prayer, etc.) ②to suit (e.g. a purpose)",願い、目標が叶う。,願い、目標が,"。(①to come true (of a wish, prayer, etc.) ②to suit (e.g. a purpose))",31.0
281,N1,281,叶える,叶える,かなえる,"To fulfill, grant (a wish)",,,,,31.0
282,N1,282,金遣いが荒い＊,金遣いが荒い,かねづかいがあらい,"Spendthrift, careless with money",使い方が良くない、乱歩な方,彼は金遣いが荒いため、貯金をすることが難しいです。,彼は,ため、貯金をすることが難しいです。(使い方が良くない、乱歩な方),13.0
283,N1,283,予てから,予てから,かねてから,"since some time ago, for quite a while","予てより (previously, already)",,,"(予てより (previously, already))",54.0
284,N1,284,庇う,庇う,かばう,To protect or defend,他人から害を受けないように守る,彼は友人を庇うために自分を犠牲にしました。,彼は友人を,ために自分を犠牲にしました。(他人から害を受けないように守る),18.0
285,N1,285,カプセル,カプセル,かぷせる,Capsule,​From German “Kapsel”,,,(​From German “Kapsel”),133.0
286,N1,286,気触れる＊,気触れる,きふれる,"To be touchy, irritable",,,,,34.0
287,N1,287,花粉症,花粉症,かふんしょう,"Hay fever, pollinosis (allergy to pollen)",,春になると、花粉症の症状が出始めます。,春になると、,の症状が出始めます。,23.0
